247.820169165,2795.7705029641056
252.431193976,2849.435218084637
979.999516707,11039.292658882592
78.5633822907,891.1401165962
875.37587192,9855.34613513103
748.10212277,8430.685682278568
303.360539088,3424.095201916242
22.1564752746,259.6780476046742
352.609811203,3973.6188512091585
258.260237103,2913.73165889646
744.241918098,8388.119090388842
346.503450572,3909.987263651779
872.03896103,9827.057252141814
641.609327494,7224.587123916663
701.202939458,7898.086829173572
147.802742358,1672.9699241489934
